polygon_row_id,map_class_clean,lifeform_clean,acres_numeric,adjacent_freshwater_anchor,adjacent_tidal_anchor,near_model_site,near_model_site_ids,near_map_edge,split_class,movement_group,base_cost,is_barrier,classification_status,decision_reason
92007,Mudflat/Dry Pond Bottom Mapping Unit,Mudflat,1.0544388448476487,FALSE,TRUE,FALSE,,FALSE,Tidal_mudflat,Tidal_saline_matrix,25,FALSE,ASSIGNED,Within 30 ft of tidal wetland or eel grass
92008,Mudflat/Dry Pond Bottom Mapping Unit,Mudflat,0.011818489765042173,FALSE,TRUE,FALSE,,FALSE,Tidal_mudflat,Tidal_saline_matrix,25,FALSE,ASSIGNED,Within 30 ft of tidal wetland or eel grass
92009,Mudflat/Dry Pond Bottom Mapping Unit,Mudflat,0.09858941966572046,FALSE,TRUE,FALSE,,FALSE,Tidal_mudflat,Tidal_saline_matrix,25,FALSE,ASSIGNED,Within 30 ft of tidal wetland or eel grass
92010,Mudflat/Dry Pond Bottom Mapping Unit,Mudflat,0.014531739047666591,FALSE,TRUE,FALSE,,FALSE,Tidal_mudflat,Tidal_saline_matrix,25,FALSE,ASSIGNED,Within 30 ft of tidal wetland or eel grass
92011,Mudflat/Dry Pond Bottom Mapping Unit,Mudflat,0.020077917902965106,FALSE,TRUE,FALSE,,FALSE,Tidal_mudflat,Tidal_saline_matrix,25,FALSE,ASSIGNED,Within 30 ft of tidal wetland or eel grass
92012,Mudflat/Dry Pond Bottom Mapping Unit,Mudflat,0.21858784945157989,FALSE,TRUE,FALSE,,FALSE,Tidal_mudflat,Tidal_saline_matrix,25,FALSE,ASSIGNED,Within 30 ft of tidal wetland or eel grass
92013,Mudflat/Dry Pond Bottom Mapping Unit,Mudflat,0.04542516516618413,FALSE,TRUE,FALSE,,FALSE,Tidal_mudflat,Tidal_saline_matrix,25,FALSE,ASSIGNED,Within 30 ft of tidal wetland or eel grass
92014,Mudflat/Dry Pond Bottom Mapping Unit,Mudflat,0.029437174365373662,FALSE,TRUE,FALSE,,FALSE,Tidal_mudflat,Tidal_saline_matrix,25,FALSE,ASSIGNED,Within 30 ft of tidal wetland or eel grass
92015,Mudflat/Dry Pond Bottom Mapping Unit,Mudflat,0.21402615043613196,FALSE,TRUE,FALSE,,FALSE,Tidal_mudflat,Tidal_saline_matrix,25,FALSE,ASSIGNED,Within 30 ft of tidal wetland or eel grass
92016,Mudflat/Dry Pond Bottom Mapping Unit,Mudflat,0.20315158067730021,FALSE,TRUE,FALSE,,FALSE,Tidal_mudflat,Tidal_saline_matrix,25,FALSE,ASSIGNED,Within 30 ft of tidal wetland or eel grass
92017,Mudflat/Dry Pond Bottom Mapping Unit,Mudflat,0.06558101457722172,FALSE,TRUE,FALSE,,FALSE,Tidal_mudflat,Tidal_saline_matrix,25,FALSE,ASSIGNED,Within 30 ft of tidal wetland or eel grass
92018,Mudflat/Dry Pond Bottom Mapping Unit,Mudflat,0.3306292969436479,FALSE,TRUE,FALSE,,FALSE,Tidal_mudflat,Tidal_saline_matrix,25,FALSE,ASSIGNED,Within 30 ft of tidal wetland or eel grass
92019,Mudflat/Dry Pond Bottom Mapping Unit,Mudflat,0.057605588852023146,FALSE,TRUE,FALSE,,FALSE,Tidal_mudflat,Tidal_saline_matrix,25,FALSE,ASSIGNED,Within 30 ft of tidal wetland or eel grass
92020,Mudflat/Dry Pond Bottom Mapping Unit,Mudflat,0.15255220083593973,FALSE,TRUE,FALSE,,FALSE,Tidal_mudflat,Tidal_saline_matrix,25,FALSE,ASSIGNED,Within 30 ft of tidal wetland or eel grass
